making_year,register_id,title,type,subtype,anzsic_code,anzsic_name,bc_requirements,regdata_requirements
2006,F2006B09916,AD/F50/86 - Skid Control Unit,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,1
2008,F2008L03882,Tariff Concession Order 0814053,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2009,F2009L04448,Tariff Concession Order 0921923,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B05444,AD/PA-23/10 - Wing Front Spar Attachment Fitting - Reinforcement,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B04820,AD/CA21/12 - Rudder Pedal Cable Attachment Lug,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",2,2
2019,F2019L00272,Public Order (Protection of Persons and Property) Regulations 2019,Secondary,Regulation,L,"Rental, Hiring and Real Estate Services",3,4
2006,F2006B11116,AD/LEARJET 35/37 - Emergency Procedures - AFM Amendment,Secondary,Aviation - Airworthiness Directive,O,Public Administration and Safety,0,0
2022,F2022L01221,Product Stewardship (Oil) Declaration 2022,Secondary,Declaration,B,Mining,0,0
2008,F2008L01773,Tariff Concession Order 0801135,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2008,F2008L00402,AD/CF6/69 - Fan Disk Coating,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2016,F2016L01010,Military Rehabilitation and Compensation (Lump Sum Rate of Interest) Determination 2016,Secondary,Determination,O,Public Administration and Safety,0,0
2020,F2020L00708,Biosecurity (First Point of Entry—Broome International Airport) Determination 2020,Secondary,Biosecurity,A,"Agriculture, Forestry and Fishing",5,7
2009,F2009L03913,Tariff Concession Order 0911059,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B08809,AD/DC3/33 - Supplemental Inspection Program,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B06280,AD/PMC/21 - Three Blade Propeller Hub - Modification or Replacement,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2016,F2016L01620,ASIC Corporations (Renounceable Rights Issue Notifications) Instrument 2016/993,Secondary,Instrument,K,Financial and Insurance Services,1,1
2006,F2006B09254,AD/DHC-8/94 - Pitot Static System,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B10179,AD/GAF-N22/32 - Trim Tab Hinge to Horizontal Stabiliser Attachment - Inspection,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B07695,Airworthiness Directives 2004 - Revocation and Remaking - Aero Resources J2 Series Gyroplanes,Secondary,Aviation - Airworthiness,B,Mining,0,0
2018,F2018L01246,Offshore Minerals (Multiple Applications for Exploration or Mining Licences) Regulations 2018,Secondary,Regulation,B,Mining,8,9
2022,F2022L00735,Automatic Mutual Recognition (Australian Capital Territory) (Notification Requirement—Surveyor) Determination 2022,Secondary,Determination,O,Public Administration and Safety,1,1
2012,F2012L00646,Tariff Concession Order 1134597,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B07715,Airworthiness Directives 2004 - Revocation and Remaking - Airtractor AT-300 400 and 500 Series Aeroplanes,Secondary,Aviation - Airworthiness,I,"Transport, Postal and Warehousing",0,0
2023,F2023L01602,Life Insurance (prudential standard) determination No. 14 of 2023,Secondary,Determination,K,Financial and Insurance Services,37,38
2007,F2007L03204,Tariff Concession Revocation Order HS2007/213A - Tariff Concession Order 0614148,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2023,F2023L01162,"ASIC Corporations (Financial Requirements for Responsible Entities, IDPS Operators and Corporate Directors of Retail CCIVs) Instrument 2023/647",Secondary,Instrument,K,Financial and Insurance Services,19,19
2025,F2025L01342,PGPA Act (Aboriginal Water Entitlements Special Account) Determination 2025,Secondary,Determination,D,"Electricity, Gas, Water and Waste Services",0,0
2006,F2006B01863,AD/A320/115 - Flight Crew Seats,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B07714,Airworthiness Directives 2004 - Revocation and Remaking - Airtractor 800 Series Aeroplanes,Secondary,Aviation - Airworthiness,I,"Transport, Postal and Warehousing",0,0
2007,F2007L00115,AD/BAe 146/126 - Flight Deck ECS Grilles,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05449,AD/PA-23/16 - Rudder Trim Tab Adjustment Screw P/N 18453-00 - Replacement with P/N 18453-00,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B06090,AD/PC-12/28 Amdt 1 - Cargo Door End Frame Lightening Holes,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2008,F2008B00703,Superannuation Act 1976 - Declaration under subsections 134(1) and 145(11) (14/10/1976),Secondary,Declaration,K,Financial and Insurance Services,0,0
2006,F2006L03259,AD/B727/135 Amdt 2 - Main Deck Cargo Compartment,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2007,F2007L02424,"Safety, Rehabilitation and Compensation (Licence Eligibility) Notice 2007 (No. 3)",Secondary,Notice,O,Public Administration and Safety,0,0
2025,F2025L01556,Accounting Standard AASB 2025-4 Amendments to Australian Accounting Standards – Translation to a Hyperinflationary Presentation Currency,Secondary,Standard,M,"Professional, Scientific and Technical Services",27,29
2009,F2009L00371,Tariff Concession Order 0829125,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2010,F2010L02603,Tariff Concession Order 1017985,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2008,F2008L04559,AD/B747/387 - AN-26 Insulation Blankets,Secondary,Aviation - Airworthiness Directive,D,"Electricity, Gas, Water and Waste Services",2,2
2005,F2005L00453,Tariff Concession Order 0413255,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2010,F2010L01232,Tariff Concession Order 0944790,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2022,F2022L01245,Radiocommunications (Charges) Determination 2022,Secondary,Determination,J,Information Media and Telecommunications,6,6
2007,F2007L02768,Tariff Concession Revocation Order HS2007/158A - Tariff Concession Order 0614090,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B05319,AD/P166/26 - Engine and Propeller Installation Teleflex Controls - Modification,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2017,F2017L00727,Financial Sector (Collection of Data) (reporting standard) determination No. 8 of 2017,Secondary,Determination,K,Financial and Insurance Services,34,34
2007,F2007L00291,Tariff Concession Order 0618074,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B07873,Airworthiness Directives 2004 - Revocation and Remaking - Frakes (Grumman) G73 Series Aeroplanes,Secondary,Aviation - Airworthiness,I,"Transport, Postal and Warehousing",0,0
2010,F2010L02970,Tariff Concession Order 1027486,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B01901,AD/A320/158 - Flight Controls - Spoiler Actuators,Secondary,Aviation - Airworthiness Directive,C,Manufacturing,0,0
2009,F2009B00021,Declaration of Aboriginal Land (11/10/1995),Secondary,Other Instrument,L,"Rental, Hiring and Real Estate Services",0,0
2004,C2004A01069,Medical Indemnity Act 2002,Primary,Act,Q,Health Care and Social Assistance,263,280
2006,F2006B09563,AD/ENG/7 - Replacement of Life Limited Turbine Engine Components,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",1,1
2021,F2021L00643,Charter of the United Nations (Anti-terrorism — Persons and Entities) List 2001 (No. 2),Secondary,Other Instrument,K,Financial and Insurance Services,1,1
2005,F2005B00886,"Civil Aviation Order 95.4 - Exemption from the provisions of the Civil Aviation Regulations 1988 - Gliders, powered sailplanes & power-assisted sailplanes (12/12/2004)",Secondary,Aviation - Civil Aviation,I,"Transport, Postal and Warehousing",9,16
2007,F2007L02951,Tariff Concession Revocation Order HS2007/728A - Tariff Concession Orders 0614784 and 0614792,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2022,F2022L00214,Financial Sector (Collection of Data) (reporting standard) determination No. 10 of 2022,Secondary,Determination,K,Financial and Insurance Services,27,28
2016,F2016L01675,Statement of Principles concerning complex regional pain syndrome (Reasonable Hypothesis) (No. 97 of 2016),Secondary,Statement of Principles (RMA),Q,Health Care and Social Assistance,4,4
2006,F2006B10313,AD/GOV/6 - Governor Pressure Relief Valve Roll Pin - Modification,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B10986,AD/JT8D/3 - Compressor Case Assembly and No. 3 Bearing,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B08646,AD/CON/69 - Incorrect Connecting Rods,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2005,F2005L03787,Tariff Concession Order 0512196,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2007,F2007L01160,AD/Z-242L/6 - Airworthiness Limitations - Permissible Aerobatic Manoeuvres,Secondary,Aviation - Airworthiness Directive,D,"Electricity, Gas, Water and Waste Services",1,1
2006,F2006L00243,National Transport Commission (Road Transport Legislation – Heavy Vehicles Registration Regulations) Regulations 2006,Secondary,Regulation,I,"Transport, Postal and Warehousing",82,85
2005,F2005L03372,Tariff Concession Order 0507359,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2011,F2011L00578,Tariff Concession Order 1049413,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2020,F2020L01478,ASIC (Supervisory Cost Recovery Levy—Regulatory Costs) Instrument 2020/1074,Secondary,Instrument,K,Financial and Insurance Services,0,0
2022,F2022L00414,Social Security (Family Law Affected Income Streams) Principles 2022,Secondary,Other Instrument,O,Public Administration and Safety,22,22
2010,F2010L02369,Tariff Concession Order 1011964,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B08337,AD/CESSNA 400/51 - Goodyear Fuel Cells - Inspection,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2021,F2021L01587,Eddystone Point Lighthouse Heritage Management Plan 2021,Secondary,Other Instrument,R,Arts and Recreation Services,55,56
2017,F2017L00953,Currency (Royal Australian Mint) Determination (No. 4) 2017,Secondary,Determination,K,Financial and Insurance Services,0,0
2025,F2025L00294,Legislation (Deferral of Sunsetting—Dental Benefits Rules) Certificate 2025,Secondary,Rules,Q,Health Care and Social Assistance,0,0
2021,F2021L00666,Banking exemption No. 1 of 2021,Secondary,Exemption,K,Financial and Insurance Services,9,13
2006,F2006B06554,AD/RB211/23 - HP Compressor Rotor Shaft to HP Turbine Rotor Disc Retaining Bolts,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B00522,Customs Ordinance 1993 (CKI),Secondary,Other Instrument,O,Public Administration and Safety,23,23
2020,F2020L01394,Statement of Principles concerning toxic vestibulopathy (Reasonable Hypothesis) (No. 88 of 2020),Secondary,Statement of Principles (RMA),Q,Health Care and Social Assistance,4,4
2022,F2022L01492,Superannuation (prudential standard) determination No. 2 of 2022,Secondary,Determination,K,Financial and Insurance Services,57,57
2025,F2025L01546,Australian Security Intelligence Organisation Regulations 2025,Secondary,Regulation,O,Public Administration and Safety,4,7
2010,F2010L02873,Tariff Concession Order 1031199,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B06816,AD/SD3-30/15 - Toilet Waste Bin Flap - Improve Fire Resistance,Secondary,Aviation - Airworthiness Directive,D,"Electricity, Gas, Water and Waste Services",0,0
2006,F2006B09513,AD/EMB-120/26 - Wing-to-Fuselage Fittings,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2009,F2009L00586,Tariff Concession Order 0824445,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2018,F2018L00723,ASIC Financial Benchmark (Compelled) Rules 2018,Secondary,Rules,K,Financial and Insurance Services,22,22
2018,F2018L01710,Protection of Movable Cultural Heritage Regulations 2018,Secondary,Regulation,R,Arts and Recreation Services,2,3
2006,F2006B05126,AD/CESSNA 185/35 - Vertical Fin Rear Spar,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2007,F2007L01872,Family Law (Superannuation) (Interest Rate for Adjustment Period) Determination 2007,Secondary,Superannuation Family Law,K,Financial and Insurance Services,0,0
2011,F2011L01484,Tariff Concession Order 1036528,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B08753,AD/DAUPHIN/42 - Fuel Filter Elements,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B09321,AD/EC 135/7 Amdt 1 - Automatic Engine Control,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2010,F2010L00216,Tariff Concession Order 0918950,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2008,F2008L03148,Tariff Concession Order 0809131,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2008,F2008B00096,Currency Determination No. 10 of 1993,Secondary,Determination,K,Financial and Insurance Services,0,0
2007,F2007L01402,Higher Education Provider Approval (No. 7 of 2007),Secondary,Approval,P,Education and Training,0,0
2004,C2004A02905,Australian Crime Commission Act 2002,Primary,Act,O,Public Administration and Safety,182,233
2025,F2025L01011,Competition and Consumer (Price Inquiry—Electricity) Direction 2025,Secondary,Direction,D,"Electricity, Gas, Water and Waste Services",2,2
2018,F2018L00622,Notice of Requirement for Parents with a Child Support Assessment to Lodge a Return for the Year of Income Ended 30 June 2018,Secondary,Other Instrument,M,"Professional, Scientific and Technical Services",4,4
2006,F2006B05973,AD/PA-38/8 Amdt 3 - Engine Mount Tubes - Inspection and Modification,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2008,F2008L02137,Tariff Concession Order 0800039,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B02597,AD/B-2/25 - Tail Rotor Blade - Inspection,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B09141,AD/DHC-6/52 - Windscreen Washer/De-Icing System - Discontinued Use of Isopropyl Alcohol,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",1,1
2006,F2006L02274,Tariff Concession Order 0606372,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B03728,AD/BEECH 23/10 - Wing Spar Lower Boom,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2005,F2005L02937,Tariff Concession Order 0507514,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2007,F2007L02527,Tariff Concession Order 0707645,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006L00263,Tariff Concession Order 0515071,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B07396,AD/TFE 731/13 - Turbine Interstage Transition Duct Re-Inspection,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B05056,AD/CESSNA 180/43 - Fuel Quantity Placard,Secondary,Aviation - Airworthiness Directive,C,Manufacturing,0,0
2009,F2009L00578,Tariff Concession Order 0834035,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2023,F2023L00345,A New Tax System (Goods and Services Tax): Waiver of Tax Invoice Requirement (Creditable Acquisition Following a Sale of a Reversionary Interest in Commercial Premises) Determination 2023,Secondary,Determination,L,"Rental, Hiring and Real Estate Services",1,1
2010,F2010L00248,Tariff Concession Order 0921432,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B11065,AD/LA-4/15 - Auxiliary Fuel System - Placard,Secondary,Aviation - Airworthiness Directive,D,"Electricity, Gas, Water and Waste Services",0,1
2006,F2006B02191,AD/AC-112/7 Amdt 2 - Lower Vertical Fin Rib - Inspection,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",1,1
2016,F2016L00375,Radiocommunications (Qualified Operators) Determination 2016,Secondary,Determination,J,Information Media and Telecommunications,2,2
